book_id,chap_num,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
The Sun Also Rises,1,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945,0.9956666666666664,0.00011111111111111945,0.00011111111111111945,0.00011111111111111945
The Sun Also Rises,2,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.9960204081632636,0.00010204081632657137,0.00010204081632657137,0.00010204081632662597,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137,0.00010204081632657137
The Sun Also Rises,3,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.2410901540743346e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,0.9979559748426937,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05,5.241090146751634e-05
The Sun Also Rises,4,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,0.9981603773584901,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.7169811320772184e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05,4.716981132077093e-05
The Sun Also Rises,5,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.996020408163265,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987,0.00010204081632653987
The Sun Also Rises,6,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,0.9979122055674514,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05,5.353319057816929e-05
The Sun Also Rises,7,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,0.9985091743119265,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05,3.822629969419505e-05
The Sun Also Rises,8,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,0.3295684423474675,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.3327556325840186e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,0.6687851105121505,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.33275563258402e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.332755632584018e-05,4.3327556325840186e-05,4.332755632584018e-05
The Sun Also Rises,9,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829411e-05,0.9976277372262767,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05,6.082725060829409e-05
The Sun Also Rises,10,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,0.1990855659229246,0.7916012344954363,2.906976744187677e-05,2.906976744187677e-05,2.9069767441876777e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,0.00823761818628973,2.9069767441876777e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05,2.906976744187677e-05
