term_str,n,n_chars,p,s,i,h
banderillero,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
1st,1,3,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
wopping,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ended,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
belgians,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
pastureland,1,11,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
gills,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
belonged,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
caps,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
feed,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cruel,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
trotting,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
infirmary,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
envelopes,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
herring,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
invite,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
facts,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
frames,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
squeezing,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
maximum,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
satisfied,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
notices,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
turning,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
agency,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
nacional,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sweeps,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
clouding,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
forgiveness,1,11,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sailor,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
massed,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
emphasize,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
veronicas,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
baiting,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
railing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dayton,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
spends,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
caring,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
throwing,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
striped,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
welts,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
stumbled,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
account,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dysentery,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
clever,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
logs,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bubble,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
chanted,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ladled,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
regularly,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
khaki,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
fistula,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
growing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
wool,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ruins,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
freight,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
peasant,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
connected,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lanegresse,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
pied,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
gloved,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
archivist,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
daily,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
west,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
toros,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sneers,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
shelled,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
brownish,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
managers,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bins,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sheathed,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ospedale,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
tromper,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
mounted,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
literally,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
whew,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
flagpoles,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
atmosphere,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
amused,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
attraction,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cinzano,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
exposure,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
taxidermists,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
tadpoles,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
forth,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
entendu,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
waitress,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
proudly,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
signed,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
mould,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bistro,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
concession,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ramparts,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
loveliest,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
circled,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sucking,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
obstinate,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
radiant,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cutter,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
outsiders,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
faith,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
tasting,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
tarpaulins,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
awoke,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
alexander,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
denver,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
theatrical,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
scene,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
italians,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
insides,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
poules,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
skyline,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
unreal,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
intending,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bowls,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
picturing,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
chunk,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
stepping,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
seemingly,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
milky,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
spender,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bastards,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
brighten,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
workmens,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
polished,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
gazette,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
stripand,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dipped,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
movements,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bottom,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
massacred,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
flicked,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cent,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
strike,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sayand,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
discovering,1,11,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
alps,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
undecided,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lion,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ah,1,2,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
obsessed,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
breakers,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
patch,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
snatched,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
rung,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
regarded,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
highly,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
kellys,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
overor,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
disappointed,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
iss,1,3,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
poisonous,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dusky,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sarasate,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
goring,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
blankets,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dancings,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
whip,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
shyness,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
soldiers,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
puffing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
willys,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
defined,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
doings,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
curve,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
braggartly,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
explain,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
austin,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cerf,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
klan,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
shelters,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lean,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dignified,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
scar,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hiding,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
borrow,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
rock,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
strips,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
moulded,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
granted,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
remarkably,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
greenish,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
liter,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
waggled,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
confider,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
packages,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
buckwheat,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
distaste,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
washstand,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lurched,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
squares,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lower,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
islands,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
boyish,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bootblack,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hamilton,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
actions,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hippily,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
delicate,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
nt,1,2,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
jutting,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
limp,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
unload,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
furious,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
landes,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
rows,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
templed,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
percale,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
saints,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
selling,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
renewed,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ripen,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
richest,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
unsmiling,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
youthful,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
nearest,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
crinkled,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
comparatively,1,13,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bruges,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
youth,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
crossroads,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lumping,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
compact,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dashing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
artists,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
fastened,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
reads,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
glanced,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
discussed,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
pesage,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
10,1,2,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
fearful,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
palm,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
panelled,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
recounts,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
fathers,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
20th,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
valuable,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
altar,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
driven,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ednas,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
elation,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
imperfections,1,13,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
flared,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
reality,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
stirring,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
laundry,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
rounded,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
swallowing,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sanguesa,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hearing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
strewn,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
barbers,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
mons,1,4,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
angling,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
delayed,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
depart,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
dœuvre,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
unlatched,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hanger,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
cramp,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
accept,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
knocking,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
intelligent,1,11,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
swells,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
release,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
throat,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
troughs,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
paved,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
unattainable,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
razzing,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
liquor,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
irritated,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
drunker,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
question,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
hampers,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
discovery,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
confession,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
quivered,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bolted,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
deciding,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sheaf,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lures,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
blows,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
montrouge,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
trampled,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
limpia,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sleeveless,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
human,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
buoyant,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
pounded,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
outbursts,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
abnormal,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
marcials,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
features,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
lazare,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
suggesting,1,10,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
reservations,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
pretended,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
occasionally,1,12,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
deducted,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
charley,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
enjoyable,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sheep,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
doorways,1,8,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
exits,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
continued,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
parquet,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
gunny,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
languagethe,1,11,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
reflex,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
klaxons,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
liège,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
watered,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
qualities,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
temples,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
assure,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
sadly,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
ragging,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
confuse,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
rapped,1,6,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
typically,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
throatily,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bundles,1,7,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
bleed,1,5,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
stubbornnesses,1,14,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
defrauded,1,9,1.3959461723155955e-05,71636.0,16.1283971621375,0.00022514374284071556
