,token_str,pos,n
26447,I,PRP,1
26448,met,VBD,3
26449,my,PRP$,2
26450,ex-partner,NN,10
26451,yesterday,NN,9
26452,in,IN,2
26453,London,NNP,6
26455,Chap,NNP,4
26456,who,WP,3
26457,did,VBD,3
26458,me,PRP,2
26459,in.,VB,3
26462,What,WP,4
26463,did,VBD,3
26464,he,PRP,2
26465,say,VB,3
26469,Bought,VBD,6
26470,me,PRP,2
26471,a,DT,1
26472,drink,NN,5
26474,I,PRP,1
26475,thought,VBD,7
26476,I,PRP,1
26477,might,MD,5
26478,as,RB,2
26479,well,RB,4
26480,take,VB,4
26481,it,PRP,2
26483,I,PRP,1
26484,say,VBP,3
26486,Brett,NNP,5
26488,you,PRP,3
26489,_are_,VBP,5
26490,a,DT,1
26491,lovely,JJ,6
26492,piece,NN,5
26494,Don,NNP,3
26496,t,NN,1
26497,you,PRP,3
26498,think,VBP,5
26499,she,PRP,3
26501,s,JJ,1
26502,beautiful,NN,9
26506,Beautiful,NNP,9
26508,With,IN,4
26509,this,DT,4
26510,nose,NN,4
26514,It,PRP,2
26516,s,VBZ,1
26517,a,DT,1
26518,lovely,RB,6
26519,nose,JJ,4
26521,Go,VB,2
26522,on,IN,2
26524,point,NN,5
26525,it,PRP,2
26526,at,IN,2
26527,me,PRP,2
26529,Isn,NNP,3
26531,t,NN,1
26532,she,PRP,3
26533,a,DT,1
26534,lovely,RB,6
26535,piece,NN,5
26539,Couldn,NNP,6
26541,t,NN,1
26542,we,PRP,2
26543,have,VBP,4
26544,kept,VBN,4
26545,the,DT,3
26546,man,NN,3
26547,in,IN,2
26548,Scotland,NNP,8
26552,I,PRP,1
26553,say,VBP,3
26555,Brett,NNP,5
26557,let,VB,3
26559,s,VB,1
26560,turn,NN,4
26561,in,IN,2
26562,early.,JJ,6
26565,Don,NNP,3
26567,t,NN,1
26568,be,VB,2
26569,indecent,JJ,8
26571,Michael,NNP,7
26573,Remember,NNP,8
26574,there,EX,5
26575,are,VBP,3
26576,ladies,NNS,6
26577,at,IN,2
26578,this,DT,4
26579,bar.,NN,4
26582,Isn,NNP,3
26584,t,VBZ,1
26585,she,PRP,3
26586,a,DT,1
26587,lovely,RB,6
26588,piece,NN,5
26590,Don,NNP,3
26592,t,IN,1
26593,you,PRP,3
26594,think,VBP,5
26595,so,RB,2
26597,Jake,NNP,4
26601,There,EX,5
26603,s,VBD,1
26604,a,DT,1
26605,fight,JJ,5
26606,to-night,NN,8
26609,Bill,NNP,4
26610,said,VBD,4
26613,Like,IN,4
26614,to,TO,2
26615,go,VB,2
26619,Fight,NNP,5
26622,said,VBD,4
26623,Mike,NNP,4
26626,Who,WP,3
26628,s,NN,1
26629,fighting,VBG,8
26633,Ledoux,NNP,6
26634,and,CC,3
26635,somebody.,JJ,9
26638,He,PRP,2
26640,s,JJ,1
26641,very,RB,4
26642,good,JJ,4
26644,Ledoux,NNP,6
26647,Mike,NNP,4
26648,said,VBD,4
26651,I,PRP,1
26653,d,NNS,1
26654,like,IN,4
26655,to,TO,2
26656,see,VB,3
26657,it,PRP,2
26659,rather,RB,6
26661,—he,NN,3
26662,was,VBD,3
26663,making,VBG,6
26664,an,DT,2
26665,effort,NN,6
26666,to,TO,2
26667,pull,VB,4
26668,himself,PRP,7
26669,together—,JJ,9
26671,but,CC,3
26672,I,PRP,1
26673,can,MD,3
26675,t,JJ,1
26676,go,VB,2
26678,I,PRP,1
26679,had,VBD,3
26680,a,DT,1
26681,date,NN,4
26682,with,IN,4
26683,this,DT,4
26684,thing,NN,5
26685,here,RB,4
26687,I,PRP,1
26688,say,VBP,3
26690,Brett,NNP,5
26692,do,VBP,2
26693,get,VB,3
26694,a,DT,1
26695,new,JJ,3
26696,hat.,NN,4
26698,Brett,NNP,5
26699,pulled,VBD,6
26700,the,DT,3
26701,felt,NN,4
26702,hat,WP,3
26703,down,RB,4
26704,far,RB,3
26705,over,IN,4
26706,one,CD,3
26707,eye,NN,3
26708,and,CC,3
26709,smiled,VBD,6
26710,out,RP,3
26711,from,IN,4
26712,under,IN,5
26713,it,PRP,2
26716,You,PRP,3
26717,two,CD,3
26718,run,VBP,3
26719,along,RB,5
26720,to,TO,2
26721,the,DT,3
26722,fight,NN,5
26724,I,PRP,1
26726,ll,RB,2
26727,have,VBP,4
26728,to,TO,2
26729,be,VB,2
26730,taking,VBG,6
26731,Mr.,NNP,3
26732,Campbell,NNP,8
26733,home,VBZ,4
26734,directly.,NN,9
26737,I,PRP,1
26739,m,RB,1
26740,not,RB,3
26741,tight,JJ,5
26744,Mike,NNP,4
26745,said,VBD,4
26748,Perhaps,RB,7
26749,just,RB,4
26750,a,DT,1
26751,little,JJ,6
26753,I,PRP,1
26754,say,VBP,3
26756,Brett,NNP,5
26758,you,PRP,3
26759,are,VBP,3
26760,a,DT,1
26761,lovely,JJ,6
26762,piece.,NN,6
26765,Go,NNP,2
26766,on,IN,2
26767,to,TO,2
26768,the,DT,3
26769,fight,NN,5
26772,Brett,NNP,5
26773,said,VBD,4
26776,Mr,NNP,2
26778,Campbell,NNP,8
26780,s,VBD,1
26781,getting,VBG,7
26782,difficult,JJ,9
26784,What,WP,4
26785,are,VBP,3
26786,these,DT,5
26787,outbursts,NNS,9
26788,of,IN,2
26789,affection,NN,9
26791,Michael,NNP,7
26795,I,PRP,1
26796,say,VBP,3
26798,you,PRP,3
26799,are,VBP,3
26800,a,DT,1
26801,lovely,JJ,6
26802,piece.,JJ,6
26804,We,PRP,2
26805,said,VBD,4
26806,good,JJ,4
26807,night,NN,5
26810,I,PRP,1
26812,m,JJ,1
26813,sorry,NN,5
26814,I,PRP,1
26815,can,MD,3
26817,t,NN,1
26818,go,VB,2
26821,Mike,NNP,4
26822,said,VBD,4
26824,Brett,NNP,5
26825,laughed,VBD,7
26827,I,PRP,1
26828,looked,VBD,6
26829,back,RB,4
26830,from,IN,4
26831,the,DT,3
26832,door,NN,4
26834,Mike,NNP,4
26835,had,VBD,3
26836,one,CD,3
26837,hand,NN,4
26838,on,IN,2
26839,the,DT,3
26840,bar,NN,3
26841,and,CC,3
26842,was,VBD,3
26843,leaning,VBG,7
26844,toward,IN,6
26845,Brett,NNP,5
26847,talking,VBG,7
26849,Brett,NNP,5
26850,was,VBD,3
26851,looking,VBG,7
26852,at,IN,2
26853,him,PRP,3
26854,quite,RB,5
26855,coolly,RB,6
26857,but,CC,3
26858,the,DT,3
26859,corners,NNS,7
26860,of,IN,2
26861,her,PRP$,3
26862,eyes,NNS,4
26863,were,VBD,4
26864,smiling,VBG,7
26866,Outside,IN,7
26867,on,IN,2
26868,the,DT,3
26869,pavement,NN,8
26870,I,PRP,1
26871,said,VBD,4
26874,Do,VBP,2
26875,you,PRP,3
26876,want,VB,4
26877,to,TO,2
26878,go,VB,2
26879,to,TO,2
26880,the,DT,3
26881,fight,NN,5
26885,Sure,NNP,4
26888,said,VBD,4
26889,Bill,NNP,4
26892,If,IN,2
26893,we,PRP,2
26894,don,VBP,3
26896,t,NNS,1
26897,have,VBP,4
26898,to,TO,2
26899,walk.,VB,5
26902,Mike,NNP,4
26903,was,VBD,3
26904,pretty,RB,6
26905,excited,VBN,7
26906,about,IN,5
26907,his,PRP$,3
26908,girl,NN,4
26909,friend,NN,6
26912,I,PRP,1
26913,said,VBD,4
26914,in,IN,2
26915,the,DT,3
26916,taxi,NN,4
26919,Well,NNP,4
26922,said,VBD,4
26923,Bill,NNP,4
26926,You,PRP,3
26927,can,MD,3
26929,t,JJ,1
26930,blame,NN,5
26931,him,PRP,3
26932,such,PDT,4
26933,a,DT,1
26934,hell,NN,4
26935,of,IN,2
26936,a,DT,1
26937,lot.,JJ,4
26939,CHAPTER,NNP,7
26941,The,DT,3
26942,Ledoux-Kid,NNP,10
26943,Francis,NNP,7
26944,fight,NN,5
26945,was,VBD,3
26946,the,DT,3
26947,night,NN,5
26948,of,IN,2
26949,the,DT,3
26950,20th,CD,4
26951,of,IN,2
26952,June,NNP,4
26954,It,PRP,2
26955,was,VBD,3
26956,a,DT,1
26957,good,JJ,4
26958,fight,NN,5
26960,The,DT,3
26961,morning,NN,7
26962,after,IN,5
26963,the,DT,3
26964,fight,NN,5
26965,I,PRP,1
26966,had,VBD,3
26967,a,DT,1
26968,letter,NN,6
26969,from,IN,4
26970,Robert,NNP,6
26971,Cohn,NNP,4
26973,written,VBN,7
26974,from,IN,4
26975,Hendaye,NNP,7
26977,He,PRP,2
26978,was,VBD,3
26979,having,VBG,6
26980,a,DT,1
26981,very,RB,4
26982,quiet,JJ,5
26983,time,NN,4
26985,he,PRP,2
26986,said,VBD,4
26988,bathing,VBG,7
26990,playing,VBG,7
26991,some,DT,4
26992,golf,NN,4
26993,and,CC,3
26994,much,JJ,4
26995,bridge,NN,6
26997,Hendaye,NNP,7
26998,had,VBD,3
26999,a,DT,1
27000,splendid,JJ,8
27001,beach,NN,5
27003,but,CC,3
27004,he,PRP,2
27005,was,VBD,3
27006,anxious,JJ,7
27007,to,TO,2
27008,start,VB,5
27009,on,IN,2
27010,the,DT,3
27011,fishing-trip,NN,12
27013,When,WRB,4
27014,would,MD,5
27015,I,PRP,1
27016,be,VB,2
27017,down,VBN,4
27019,If,IN,2
27020,I,PRP,1
27021,would,MD,5
27022,buy,VB,3
27023,him,PRP,3
27024,a,DT,1
27025,double-tapered,JJ,14
27026,line,NN,4
27027,he,PRP,2
27028,would,MD,5
27029,pay,VB,3
27030,me,PRP,2
27031,when,WRB,4
27032,I,PRP,1
27033,came,VBD,4
27034,down,RB,4
27036,That,DT,4
27037,same,JJ,4
27038,morning,NN,7
27039,I,PRP,1
27040,wrote,VBD,5
27041,Cohn,NNP,4
27042,from,IN,4
27043,the,DT,3
27044,office,NN,6
27045,that,WDT,4
27046,Bill,NNP,4
27047,and,CC,3
27048,I,PRP,1
27049,would,MD,5
27050,leave,VB,5
27051,Paris,NNP,5
27052,on,IN,2
27053,the,DT,3
27054,25th,JJ,4
27055,unless,IN,6
27056,I,PRP,1
27057,wired,VBD,5
27058,him,PRP,3
27059,otherwise,RB,9
27061,and,CC,3
27062,would,MD,5
27063,meet,VB,4
27064,him,PRP,3
27065,at,IN,2
27066,Bayonne,NNP,7
27068,where,WRB,5
27069,we,PRP,2
27070,could,MD,5
27071,get,VB,3
27072,a,DT,1
27073,bus,NN,3
27074,over,IN,4
27075,the,DT,3
27076,mountains,NNS,9
27077,to,TO,2
27078,Pamplona,NNP,8
27080,The,DT,3
27081,same,JJ,4
27082,evening,NN,7
27083,about,IN,5
27084,seven,CD,5
27085,o,NNS,1
27087,clock,NN,5
27088,I,PRP,1
27089,stopped,VBD,7
27090,in,IN,2
27091,at,IN,2
27092,the,DT,3
27093,Select,NNP,6
27094,to,TO,2
27095,see,VB,3
27096,Michael,NNP,7
27097,and,CC,3
27098,Brett,NNP,5
27100,They,PRP,4
27101,were,VBD,4
27102,not,RB,3
27103,there,RB,5
27105,and,CC,3
27106,I,PRP,1
27107,went,VBD,4
27108,over,IN,4
27109,to,TO,2
27110,the,DT,3
27111,Dingo,NNP,5
27113,They,PRP,4
27114,were,VBD,4
27115,inside,RB,6
27116,sitting,VBG,7
27117,at,IN,2
27118,the,DT,3
27119,bar,NN,3
27122,Hello,NNP,5
27124,darling.,NN,8
27126,Brett,NNP,5
27127,put,VBD,3
27128,out,RP,3
27129,her,PRP$,3
27130,hand,NN,4
27133,Hello,NNP,5
27135,Jake,NNP,4
27138,Mike,NNP,4
27139,said,VBD,4
27142,I,PRP,1
27143,understand,VBP,10
27144,I,PRP,1
27145,was,VBD,3
27146,tight,VBN,5
27147,last,JJ,4
27148,night.,JJ,6
27151,Weren,NNP,5
27153,t,NN,1
27154,you,PRP,3
27156,though,RB,6
27159,Brett,NNP,5
27160,said,VBD,4
27163,Disgraceful,NNP,11
27164,business.,NN,9
27167,Look,NNP,4
27170,said,VBD,4
27171,Mike,NNP,4
27174,when,WRB,4
27175,do,VB,2
27176,you,PRP,3
27177,go,VB,2
27178,down,RP,4
27179,to,TO,2
27180,Spain,NNP,5
27182,Would,MD,5
27183,you,PRP,3
27184,mind,VB,4
27185,if,IN,2
27186,we,PRP,2
27187,came,VBD,4
27188,down,RB,4
27189,with,IN,4
27190,you,PRP,3
27194,It,PRP,2
27195,would,MD,5
27196,be,VB,2
27197,grand.,JJ,6
27200,You,PRP,3
27201,wouldn,VBP,6
27203,t,NN,1
27204,mind,NN,4
27206,really,RB,6
27208,I,PRP,1
27210,ve,RB,2
27211,been,VBN,4
27212,at,IN,2
27213,Pamplona,NNP,8
27215,you,PRP,3
27216,know,VBP,4
27218,Brett,NNP,5
27220,s,VBD,1
27221,mad,NN,3
27222,to,TO,2
27223,go,VB,2
27225,You,PRP,3
27227,re,JJ,2
27228,sure,NN,4
27229,we,PRP,2
27230,wouldn,VBP,6
27232,t,NN,1
27233,just,RB,4
27234,be,VB,2
27235,a,DT,1
27236,bloody,JJ,6
27237,nuisance,NN,8
27241,Don,NNP,3
27243,t,VBD,1
27244,talk,NN,4
27245,like,IN,4
27246,a,DT,1
27247,fool.,JJ,5
27250,I,PRP,1
27252,m,VB,1
27253,a,DT,1
27254,little,JJ,6
27255,tight,JJ,5
27257,you,PRP,3
27258,know,VBP,4
27260,I,PRP,1
27261,wouldn,VBP,6
27263,t,NN,1
27264,ask,NN,3
27265,you,PRP,3
27266,like,IN,4
27267,this,DT,4
27268,if,IN,2
27269,I,PRP,1
27270,weren,VBP,5
27272,t,NN,1
27274,You,PRP,3
27276,re,JJ,2
27277,sure,NN,4
27278,you,PRP,3
27279,don,VBP,3
27281,t,NN,1
27282,mind,NN,4
27286,Oh,NNP,2
27288,shut,VBD,4
27289,up,RP,2
27291,Michael,NNP,7
27294,Brett,NNP,5
27295,said,VBD,4
27298,How,WRB,3
27299,can,MD,3
27300,the,DT,3
27301,man,NN,3
27302,say,VBP,3
27303,he,PRP,2
27305,d,JJ,1
27306,mind,NN,4
27307,now,RB,3
27309,I,PRP,1
27311,ll,JJ,2
27312,ask,NN,3
27313,him,PRP,3
27314,later.,VBP,6
27317,But,CC,3
27318,you,PRP,3
27319,don,VBP,3
27321,t,NN,1
27322,mind,NN,4
27324,do,VBP,2
27325,you,PRP,3
27329,Don,NNP,3
27331,t,NN,1
27332,ask,NN,3
27333,that,WDT,4
27334,again,RB,5
27335,unless,IN,6
27336,you,PRP,3
27337,want,VBP,4
27338,to,TO,2
27339,make,VB,4
27340,me,PRP,2
27341,sore,JJR,4
27343,Bill,NNP,4
27344,and,CC,3
27345,I,PRP,1
27346,go,VBP,2
27347,down,RB,4
27348,on,IN,2
27349,the,DT,3
27350,morning,NN,7
27351,of,IN,2
27352,the,DT,3
27353,25th.,CD,5
27356,By,IN,2
27357,the,DT,3
27358,way,NN,3
27360,where,WRB,5
27361,is,VBZ,2
27362,Bill,NNP,4
27365,Brett,NNP,5
27366,asked,VBD,5
27369,He,PRP,2
27371,s,PRP,1
27372,out,RP,3
27373,at,IN,2
27374,Chantilly,NNP,9
27375,dining,VBG,6
27376,with,IN,4
27377,some,DT,4
27378,people.,NN,7
27381,He,PRP,2
27383,s,VB,1
27384,a,DT,1
27385,good,JJ,4
27386,chap.,NN,5
27389,Splendid,NNP,8
27390,chap,NN,4
27393,said,VBD,4
27394,Mike,NNP,4
27397,He,PRP,2
27398,is,VBZ,2
27400,you,PRP,3
27401,know.,VBP,5
27404,You,PRP,3
27405,don,VBP,3
27407,t,JJ,1
27408,remember,VB,8
27409,him,PRP,3
27412,Brett,NNP,5
27413,said,VBD,4
27416,I,PRP,1
27417,do,VBP,2
27419,Remember,VB,8
27420,him,PRP,3
27421,perfectly,RB,9
27423,Look,VB,4
27425,Jake,NNP,4
27427,we,PRP,2
27429,ll,JJ,2
27430,come,VBP,4
27431,down,RP,4
27432,the,DT,3
27433,night,NN,5
27434,of,IN,2
27435,the,DT,3
27436,25th,JJ,4
27438,Brett,NNP,5
27439,can,MD,3
27441,t,NN,1
27442,get,VB,3
27443,up,RP,2
27444,in,IN,2
27445,the,DT,3
27446,morning.,NN,8
27449,Indeed,RB,6
27450,not,RB,3
27454,If,IN,2
27455,our,PRP$,3
27456,money,NN,5
27457,comes,VBZ,5
27458,and,CC,3
27459,you,PRP,3
27461,re,JJ,2
27462,sure,NN,4
27463,you,PRP,3
27464,don,VBP,3
27466,t,NN,1
27467,mind.,NN,5
27470,It,PRP,2
27471,will,MD,4
27472,come,VB,4
27474,all,DT,3
27475,right,NN,5
27477,I,PRP,1
27479,ll,JJ,2
27480,see,NN,3
27481,to,TO,2
27482,that.,VB,5
27485,Tell,NNP,4
27486,me,PRP,2
27487,what,WP,4
27488,tackle,VBZ,6
27489,to,TO,2
27490,send,VB,4
27491,for.,JJ,4
27494,Get,NNP,3
27495,two,CD,3
27496,or,CC,2
27497,three,CD,5
27498,rods,NNS,4
27499,with,IN,4
27500,reels,NNS,5
27502,and,CC,3
27503,lines,NNS,5
27505,and,CC,3
27506,some,DT,4
27507,flies.,JJ,6
27510,I,PRP,1
27511,won,VBD,3
27513,t,NN,1
27514,fish,NN,4
27517,Brett,NNP,5
27518,put,VBD,3
27519,in,IN,2
27522,Get,NNP,3
27523,two,CD,3
27524,rods,NNS,4
27526,then,RB,4
27528,and,CC,3
27529,Bill,NNP,4
27530,won,VBD,3
27532,t,NNS,1
27533,have,VBP,4
27534,to,TO,2
27535,buy,VB,3
27536,one.,JJ,4
27539,Right,NNP,5
27542,said,VBD,4
27543,Mike,NNP,4
27546,I,PRP,1
27548,ll,JJ,2
27549,send,VBP,4
27550,a,DT,1
27551,wire,NN,4
27552,to,TO,2
27553,the,DT,3
27554,keeper.,NN,7
27557,Won,NNP,3
27559,t,VBD,1
27560,it,PRP,2
27561,be,VB,2
27562,splendid,VBN,8
27565,Brett,NNP,5
27566,said,VBD,4
27569,Spain,NNP,5
27571,We,PRP,2
27572,_will_,VBP,6
27573,have,VBP,4
27574,fun.,VBN,4
27577,The,DT,3
27578,25th,JJ,4
27580,When,WRB,4
27581,is,VBZ,2
27582,that,IN,4
27586,Saturday.,NNP,9
27589,We,PRP,2
27590,_will_,VBP,6
27591,have,VBP,4
27592,to,TO,2
27593,get,VB,3
27594,ready.,JJ,6
27597,I,PRP,1
27598,say,VBP,3
27601,said,VBD,4
27602,Mike,NNP,4
27605,I,PRP,1
27607,m,RB,1
27608,going,VBG,5
27609,to,TO,2
27610,the,DT,3
27611,barber,NN,6
27613,s.,NN,2
27616,I,PRP,1
27617,must,MD,4
27618,bathe,VB,5
27621,said,VBD,4
27622,Brett,NNP,5
27625,Walk,VBP,4
27626,up,IN,2
27627,to,TO,2
27628,the,DT,3
27629,hotel,NN,5
27630,with,IN,4
27631,me,PRP,2
27633,Jake,NNP,4
27635,Be,VB,2
27636,a,DT,1
27637,good,JJ,4
27638,chap.,NN,5
27641,We,PRP,2
27642,_have_,VBP,6
27643,got,VBD,3
27644,the,DT,3
27645,loveliest,JJS,9
27646,hotel,NN,5
27649,Mike,NNP,4
27650,said,VBD,4
27653,I,PRP,1
27654,think,VBP,5
27655,it,PRP,2
27657,s,VBZ,1
27658,a,DT,1
27659,brothel,NN,7
27663,We,PRP,2
27664,left,VBD,4
27665,our,PRP$,3
27666,bags,NNS,4
27667,here,RB,4
27668,at,IN,2
27669,the,DT,3
27670,Dingo,NNP,5
27671,when,WRB,4
27672,we,PRP,2
27673,got,VBD,3
27674,in,IN,2
27676,and,CC,3
27677,they,PRP,4
27678,asked,VBD,5
27679,us,PRP,2
27680,at,IN,2
27681,this,DT,4
27682,hotel,NN,5
27683,if,IN,2
27684,we,PRP,2
27685,wanted,VBD,6
27686,a,DT,1
27687,room,NN,4
27688,for,IN,3
27689,the,DT,3
27690,afternoon,NN,9
27691,only,RB,4
27693,Seemed,NNP,6
27694,frightfully,RB,11
27695,pleased,VBD,7
27696,we,PRP,2
27697,were,VBD,4
27698,going,VBG,5
27699,to,TO,2
27700,stay,VB,4
27701,all,DT,3
27702,night.,JJ,6
27705,_I_,NNP,3
27706,believe,VBP,7
27707,it,PRP,2
27709,s,VBZ,1
27710,a,DT,1
27711,brothel,NN,7
27714,Mike,NNP,4
27715,said,VBD,4
27718,And,CC,3
27719,_I_,NN,3
27720,should,MD,6
27721,know.,VB,5
27724,Oh,NNP,2
27726,shut,VBD,4
27727,it,PRP,2
27728,and,CC,3
27729,go,VB,2
27730,and,CC,3
27731,get,VB,3
27732,your,PRP$,4
27733,hair,NN,4
27734,cut.,NN,4
27736,Mike,NNP,4
27737,went,VBD,4
27738,out,RP,3
27740,Brett,NNP,5
27741,and,CC,3
27742,I,PRP,1
27743,sat,VBD,3
27744,on,IN,2
27745,at,IN,2
27746,the,DT,3
27747,bar,NN,3
27750,Have,VBP,4
27751,another,DT,7
27755,Might.,NNP,6
27758,I,PRP,1
27759,needed,VBD,6
27760,that,IN,4
27763,Brett,NNP,5
27764,said,VBD,4
27766,We,PRP,2
27767,walked,VBD,6
27768,up,RP,2
27769,the,DT,3
27770,Rue,NNP,3
27771,Delambre,NNP,8
27774,I,PRP,1
27775,haven,VBP,5
27777,t,NN,1
27778,seen,VBN,4
27779,you,PRP,3
27780,since,IN,5
27781,I,PRP,1
27783,ve,RB,2
27784,been,VBN,4
27785,back,RB,4
27788,Brett,NNP,5
27789,said,VBD,4
27792,No.,NN,3
27795,How,NNP,3
27796,_are_,NNP,5
27797,you,PRP,3
27799,Jake,VB,4
27803,Fine.,NNP,5
27805,Brett,NNP,5
27806,looked,VBD,6
27807,at,IN,2
27808,me,PRP,2
27811,I,PRP,1
27812,say,VBP,3
27815,she,PRP,3
27816,said,VBD,4
27819,is,VBZ,2
27820,Robert,NNP,6
27821,Cohn,NNP,4
27822,going,VBG,5
27823,on,IN,2
27824,this,DT,4
27825,trip,NN,4
27829,Yes,NNP,3
27831,Why,WRB,3
27835,Don,NNP,3
27837,t,IN,1
27838,you,PRP,3
27839,think,VBP,5
27840,it,PRP,2
27841,will,MD,4
27842,be,VB,2
27843,a,DT,1
27844,bit,NN,3
27845,rough,JJ,5
27846,on,IN,2
27847,him,PRP,3
27851,Why,WRB,3
27852,should,MD,6
27853,it,PRP,2
27857,Who,WP,3
27858,did,VBD,3
27859,you,PRP,3
27860,think,VB,5
27861,I,PRP,1
27862,went,VBD,4
27863,down,RB,4
27864,to,TO,2
27865,San,NNP,3
27866,Sebastian,NNP,9
27867,with,IN,4
27871,Congratulations,NNP,15
27874,I,PRP,1
27875,said,VBD,4
27877,We,PRP,2
27878,walked,VBD,6
27879,along,RB,5
27882,What,WP,4
27883,did,VBD,3
27884,you,PRP,3
27885,say,VBP,3
27886,that,IN,4
27887,for,IN,3
27891,I,PRP,1
27892,don,VBP,3
27894,t,NN,1
27895,know,VBP,4
27897,What,WP,4
27898,would,MD,5
27899,you,PRP,3
27900,like,VB,4
27901,me,PRP,2
27902,to,TO,2
27903,say,VB,3
27906,We,PRP,2
27907,walked,VBD,6
27908,along,RB,5
27909,and,CC,3
27910,turned,VBD,6
27911,a,DT,1
27912,corner,NN,6
27915,He,PRP,2
27916,behaved,VBD,7
27917,rather,RB,6
27918,well,RB,4
27920,too,RB,3
27922,He,PRP,2
27923,gets,VBZ,4
27924,a,DT,1
27925,little,JJ,6
27926,dull.,JJ,5
27929,Does,VBZ,4
27930,he,PRP,2
27934,I,PRP,1
27935,rather,RB,6
27936,thought,VBD,7
27937,it,PRP,2
27938,would,MD,5
27939,be,VB,2
27940,good,JJ,4
27941,for,IN,3
27942,him.,NN,4
27945,You,PRP,3
27946,might,MD,5
27947,take,VB,4
27948,up,RP,2
27949,social,JJ,6
27950,service.,NN,8
27953,Don,NNP,3
27955,t,NN,1
27956,be,VB,2
27957,nasty.,JJ,6
27960,I,PRP,1
27961,won,VBD,3
27963,t.,NN,2
27966,Didn,NNP,4
27968,t,NN,1
27969,you,PRP,3
27970,really,RB,6
27971,know,VB,4
27975,No,NNP,2
27978,I,PRP,1
27979,said,VBD,4
27982,I,PRP,1
27983,guess,VBP,5
27984,I,PRP,1
27985,didn,VBP,4
27987,t,NN,1
27988,think,VBP,5
27989,about,IN,5
27990,it.,NN,3
27993,Do,NNP,2
27994,you,PRP,3
27995,think,VB,5
27996,it,PRP,2
27997,will,MD,4
27998,be,VB,2
27999,too,RB,3
28000,rough,JJ,5
28001,on,IN,2
28002,him,PRP,3
28006,That,DT,4
28008,s,VBD,1
28009,up,RB,2
28010,to,TO,2
28011,him,PRP,3
28014,I,PRP,1
28015,said,VBD,4
28018,Tell,NNP,4
28019,him,PRP,3
28020,you,PRP,3
28022,re,JJ,2
28023,coming,VBG,6
28025,He,PRP,2
28026,can,MD,3
28027,always,RB,6
28028,not,RB,3
28029,come.,JJ,5
28032,I,PRP,1
28034,ll,JJ,2
28035,write,VBP,5
28036,him,PRP,3
28037,and,CC,3
28038,give,VB,4
28039,him,PRP,3
28040,a,DT,1
28041,chance,NN,6
28042,to,TO,2
28043,pull,VB,4
28044,out,IN,3
28045,of,IN,2
28046,it.,JJ,3
28048,I,PRP,1
28049,did,VBD,3
28050,not,RB,3
28051,see,VB,3
28052,Brett,NNP,5
28053,again,RB,5
28054,until,IN,5
28055,the,DT,3
28056,night,NN,5
28057,of,IN,2
28058,the,DT,3
28059,24th,CD,4
28060,of,IN,2
28061,June,NNP,4
28064,Did,NNP,3
28065,you,PRP,3
28066,hear,VBP,4
28067,from,IN,4
28068,Cohn,NNP,4
28072,Rather,NNP,6
28074,He,PRP,2
28076,s,RB,1
28077,keen,JJ,4
28078,about,IN,5
28079,it.,JJ,3
28082,My,NNP,2
28083,God,NNP,3
28087,I,PRP,1
28088,thought,VBD,7
28089,it,PRP,2
28090,was,VBD,3
28091,rather,RB,6
28092,odd,JJ,3
28093,myself.,NN,7
28096,Says,VBZ,4
28097,he,PRP,2
28098,can,MD,3
28100,t,JJ,1
28101,wait,NN,4
28102,to,TO,2
28103,see,VB,3
28104,me.,JJ,3
28107,Does,VBZ,4
28108,he,PRP,2
28109,think,VB,5
28110,you,PRP,3
28112,re,JJ,2
28113,coming,VBG,6
28114,alone,RB,5
28118,No,NNP,2
28120,I,PRP,1
28121,told,VBD,4
28122,him,PRP,3
28123,we,PRP,2
28124,were,VBD,4
28125,all,DT,3
28126,coming,VBG,6
28127,down,RP,4
28128,together,RB,8
28130,Michael,NNP,7
28131,and,CC,3
28132,all.,JJ,4
28135,He,PRP,2
28137,s,JJ,1
28138,wonderful.,NN,10
28141,Isn,NNP,3
28143,t,NN,1
28144,he,PRP,2
28147,They,PRP,4
28148,expected,VBD,8
28149,their,PRP$,5
28150,money,NN,5
28151,the,DT,3
28152,next,JJ,4
28153,day,NN,3
28155,We,PRP,2
28156,arranged,VBD,8
28157,to,TO,2
28158,meet,VB,4
28159,at,IN,2
28160,Pamplona,NNP,8
28162,They,PRP,4
28163,would,MD,5
28164,go,VB,2
28165,directly,RB,8
28166,to,TO,2
28167,San,NNP,3
28168,Sebastian,NNP,9
28169,and,CC,3
28170,take,VB,4
28171,the,DT,3
28172,train,NN,5
28173,from,IN,4
28174,there,RB,5
28176,We,PRP,2
28177,would,MD,5
28178,all,DT,3
28179,meet,VB,4
28180,at,IN,2
28181,the,DT,3
28182,Montoya,NNP,7
28183,in,IN,2
28184,Pamplona,NNP,8
28186,If,IN,2
28187,they,PRP,4
28188,did,VBD,3
28189,not,RB,3
28190,turn,VB,4
28191,up,RP,2
28192,on,IN,2
28193,Monday,NNP,6
28194,at,IN,2
28195,the,DT,3
28196,latest,JJS,6
28197,we,PRP,2
28198,would,MD,5
28199,go,VB,2
28200,on,IN,2
28201,ahead,RB,5
28202,up,IN,2
28203,to,TO,2
28204,Burguete,NNP,8
28205,in,IN,2
28206,the,DT,3
28207,mountains,NNS,9
28209,to,TO,2
