w0,n,mle
puffing,1,1.0067654639175258e-05
pull,8,8.054123711340206e-05
pulled,14,0.0001409471649484536
pulling,6,6.040592783505155e-05
punch,3,3.0202963917525774e-05
punching,1,1.0067654639175258e-05
punishment,1,1.0067654639175258e-05
pupil,1,1.0067654639175258e-05
pure,1,1.0067654639175258e-05
purely,1,1.0067654639175258e-05
puritans,1,1.0067654639175258e-05
purity,2,2.0135309278350515e-05
purple,7,7.04735824742268e-05
pursed,1,1.0067654639175258e-05
push,1,1.0067654639175258e-05
pushed,4,4.027061855670103e-05
pushing,2,2.0135309278350515e-05
put,107,0.0010772390463917527
puts,1,1.0067654639175258e-05
putting,11,0.00011074420103092783
pyramides,1,1.0067654639175258e-05
pyrenees,4,4.027061855670103e-05
pères,1,1.0067654639175258e-05
quai,4,4.027061855670103e-05
quaint,3,3.0202963917525774e-05
quais,1,1.0067654639175258e-05
qualities,1,1.0067654639175258e-05
quality,5,5.0338273195876286e-05
quantity,1,1.0067654639175258e-05
quarter,8,8.054123711340206e-05
queen,2,2.0135309278350515e-05
quelquune,2,2.0135309278350515e-05
question,1,1.0067654639175258e-05
questions,7,7.04735824742268e-05
quick,2,2.0135309278350515e-05
quickest,1,1.0067654639175258e-05
quickly,2,2.0135309278350515e-05
quid,1,1.0067654639175258e-05
quiet,20,0.00020135309278350514
quieted,1,1.0067654639175258e-05
quietly,4,4.027061855670103e-05
quite,41,0.00041277384020618556
quivered,1,1.0067654639175258e-05
quivering,1,1.0067654639175258e-05
r,1,1.0067654639175258e-05
rabbits,1,1.0067654639175258e-05
race,10,0.00010067654639175257
raced,1,1.0067654639175258e-05
racers,2,2.0135309278350515e-05
races,3,3.0202963917525774e-05
racing,4,4.027061855670103e-05
radiant,1,1.0067654639175258e-05
rafael,1,1.0067654639175258e-05
raft,9,9.060889175257732e-05
rag,1,1.0067654639175258e-05
ragged,1,1.0067654639175258e-05
ragging,1,1.0067654639175258e-05
rail,2,2.0135309278350515e-05
railing,1,1.0067654639175258e-05
railway,2,2.0135309278350515e-05
rain,9,9.060889175257732e-05
rained,2,2.0135309278350515e-05
raining,4,4.027061855670103e-05
raised,9,9.060889175257732e-05
raises,1,1.0067654639175258e-05
raking,1,1.0067654639175258e-05
ramparts,1,1.0067654639175258e-05
ran,13,0.00013087951030927835
ranch,2,2.0135309278350515e-05
rang,5,5.0338273195876286e-05
range,2,2.0135309278350515e-05
rapidly,3,3.0202963917525774e-05
rapped,1,1.0067654639175258e-05
rash,1,1.0067654639175258e-05
raspail,5,5.0338273195876286e-05
raspberry,1,1.0067654639175258e-05
rate,2,2.0135309278350515e-05
rather,57,0.0005738563144329897
ratherhe,1,1.0067654639175258e-05
rattled,1,1.0067654639175258e-05
razor,1,1.0067654639175258e-05
razzing,1,1.0067654639175258e-05
re,1,1.0067654639175258e-05
reach,2,2.0135309278350515e-05
reached,7,7.04735824742268e-05
read,50,0.0005033827319587628
reading,12,0.0001208118556701031
reads,1,1.0067654639175258e-05
ready,9,9.060889175257732e-05
real,9,9.060889175257732e-05
reality,1,1.0067654639175258e-05
realize,4,4.027061855670103e-05
realized,3,3.0202963917525774e-05
really,62,0.0006241945876288659
reason,5,5.0338273195876286e-05
reasonable,2,2.0135309278350515e-05
rebound,2,2.0135309278350515e-05
receive,1,1.0067654639175258e-05
recently,1,1.0067654639175258e-05
recharged,1,1.0067654639175258e-05
recognized,1,1.0067654639175258e-05
recommended,1,1.0067654639175258e-05
recounts,1,1.0067654639175258e-05
recovered,1,1.0067654639175258e-05
red,21,0.00021142074742268042
reed,2,2.0135309278350515e-05
reels,3,3.0202963917525774e-05
reflect,1,1.0067654639175258e-05
reflects,2,2.0135309278350515e-05
reflex,1,1.0067654639175258e-05
regarded,1,1.0067654639175258e-05
regards,1,1.0067654639175258e-05
regretted,1,1.0067654639175258e-05
regretting,1,1.0067654639175258e-05
regular,3,3.0202963917525774e-05
regularly,1,1.0067654639175258e-05
reins,1,1.0067654639175258e-05
rejoice,2,2.0135309278350515e-05
rejoin,1,1.0067654639175258e-05
related,1,1.0067654639175258e-05
relatives,1,1.0067654639175258e-05
release,1,1.0067654639175258e-05
released,1,1.0067654639175258e-05
relieved,1,1.0067654639175258e-05
religion,1,1.0067654639175258e-05
religious,7,7.04735824742268e-05
remaining,1,1.0067654639175258e-05
remark,3,3.0202963917525774e-05
remarkable,3,3.0202963917525774e-05
remarkably,1,1.0067654639175258e-05
remember,33,0.0003322326030927835
remembered,5,5.0338273195876286e-05
remembers,1,1.0067654639175258e-05
remind,1,1.0067654639175258e-05
reminded,1,1.0067654639175258e-05
renewed,1,1.0067654639175258e-05
repeated,2,2.0135309278350515e-05
replaced,3,3.0202963917525774e-05
replacement,1,1.0067654639175258e-05
report,2,2.0135309278350515e-05
reread,1,1.0067654639175258e-05
reservations,1,1.0067654639175258e-05
reserved,3,3.0202963917525774e-05
resolving,1,1.0067654639175258e-05
respect,1,1.0067654639175258e-05
rest,7,7.04735824742268e-05
restaurant,14,0.0001409471649484536
restaurants,1,1.0067654639175258e-05
rested,1,1.0067654639175258e-05
resting,1,1.0067654639175258e-05
restraint,1,1.0067654639175258e-05
resumed,1,1.0067654639175258e-05
retired,1,1.0067654639175258e-05
retirement,3,3.0202963917525774e-05
retribution,1,1.0067654639175258e-05
return,3,3.0202963917525774e-05
returned,1,1.0067654639175258e-05
returning,1,1.0067654639175258e-05
reverse,1,1.0067654639175258e-05
review,2,2.0135309278350515e-05
revived,1,1.0067654639175258e-05
revolutions,1,1.0067654639175258e-05
revolver,1,1.0067654639175258e-05
revue,1,1.0067654639175258e-05
riau,8,8.054123711340206e-05
ribs,1,1.0067654639175258e-05
rich,7,7.04735824742268e-05
richest,1,1.0067654639175258e-05
rid,4,4.027061855670103e-05
ride,7,7.04735824742268e-05
riders,6,6.040592783505155e-05
ridge,3,3.0202963917525774e-05
ridiculous,3,3.0202963917525774e-05
riding,5,5.0338273195876286e-05
riff,1,1.0067654639175258e-05
right,129,0.0012987274484536082
rightmontoya,1,1.0067654639175258e-05
rigid,2,2.0135309278350515e-05
rigidly,1,1.0067654639175258e-05
rimmed,1,1.0067654639175258e-05
ring,51,0.0005134503865979382
ringing,1,1.0067654639175258e-05
ringside,1,1.0067654639175258e-05
rinse,1,1.0067654639175258e-05
rinsed,2,2.0135309278350515e-05
rio,1,1.0067654639175258e-05
rioja,3,3.0202963917525774e-05
ripe,1,1.0067654639175258e-05
ripen,1,1.0067654639175258e-05
ripped,1,1.0067654639175258e-05
rise,5,5.0338273195876286e-05
rising,7,7.04735824742268e-05
ritz,3,3.0202963917525774e-05
river,25,0.0002516913659793814
rivera,1,1.0067654639175258e-05
rivers,1,1.0067654639175258e-05
rivoli,1,1.0067654639175258e-05
road,65,0.0006543975515463917
roads,2,2.0135309278350515e-05
roar,1,1.0067654639175258e-05
roast,2,2.0135309278350515e-05
robert,106,0.0010671713917525772
roberts,4,4.027061855670103e-05
robes,1,1.0067654639175258e-05
rochereau,1,1.0067654639175258e-05
rock,1,1.0067654639175258e-05
rocked,2,2.0135309278350515e-05
rockefeller,1,1.0067654639175258e-05
rocket,8,8.054123711340206e-05
rockets,4,4.027061855670103e-05
rocking,1,1.0067654639175258e-05
rocks,1,1.0067654639175258e-05
rocky,3,3.0202963917525774e-05
rod,14,0.0001409471649484536
rode,5,5.0338273195876286e-05
rods,4,4.027061855670103e-05
roll,5,5.0338273195876286e-05
rolled,9,9.060889175257732e-05
roller,3,3.0202963917525774e-05
rollers,2,2.0135309278350515e-05
rolling,6,6.040592783505155e-05
romance,1,1.0067654639175258e-05
romantic,2,2.0135309278350515e-05
rome,1,1.0067654639175258e-05
romero,102,0.0010269007731958763
romeros,11,0.00011074420103092783
roncesvalles,4,4.027061855670103e-05
roncevaux,1,1.0067654639175258e-05
ronda,1,1.0067654639175258e-05
roof,8,8.054123711340206e-05
roofed,1,1.0067654639175258e-05
roofs,6,6.040592783505155e-05
room,96,0.0009664948453608248
rooms,6,6.040592783505155e-05
roots,1,1.0067654639175258e-05
rope,2,2.0135309278350515e-05
rose,6,6.040592783505155e-05
roses,4,4.027061855670103e-05
rot,12,0.0001208118556701031
rotonde,5,5.0338273195876286e-05
rotten,23,0.00023155605670103092
rough,3,3.0202963917525774e-05
round,5,5.0338273195876286e-05
rounded,1,1.0067654639175258e-05
rounds,1,1.0067654639175258e-05
row,12,0.0001208118556701031
rows,1,1.0067654639175258e-05
royal,2,2.0135309278350515e-05
royalty,1,1.0067654639175258e-05
rub,1,1.0067654639175258e-05
rubbed,5,5.0338273195876286e-05
rubbing,2,2.0135309278350515e-05
rucksack,3,3.0202963917525774e-05
ruddy,2,2.0135309278350515e-05
rude,1,1.0067654639175258e-05
rue,12,0.0001208118556701031
rug,1,1.0067654639175258e-05
rugs,1,1.0067654639175258e-05
ruin,1,1.0067654639175258e-05
ruined,2,2.0135309278350515e-05
ruins,1,1.0067654639175258e-05
rum,4,4.027061855670103e-05
run,6,6.040592783505155e-05
rung,1,1.0067654639175258e-05
runners,2,2.0135309278350515e-05
running,23,0.00023155605670103092
runs,1,1.0067654639175258e-05
runway,2,2.0135309278350515e-05
ruptured,1,1.0067654639175258e-05
rushed,2,2.0135309278350515e-05
rushing,1,1.0067654639175258e-05
rusty,1,1.0067654639175258e-05
s,2,2.0135309278350515e-05
sacking,1,1.0067654639175258e-05
sacrifices,1,1.0067654639175258e-05
sad,3,3.0202963917525774e-05
saddle,2,2.0135309278350515e-05
saddles,1,1.0067654639175258e-05
sadist,4,4.027061855670103e-05
sadly,1,1.0067654639175258e-05
safe,5,5.0338273195876286e-05
safety,2,2.0135309278350515e-05
said,966,0.009725354381443299
sail,2,2.0135309278350515e-05
sailing,1,1.0067654639175258e-05
sailor,1,1.0067654639175258e-05
saint,8,8.054123711340206e-05
sainte,1,1.0067654639175258e-05
saints,1,1.0067654639175258e-05
sake,8,8.054123711340206e-05
salad,2,2.0135309278350515e-05
sale,1,1.0067654639175258e-05
sallow,5,5.0338273195876286e-05
saloon,4,4.027061855670103e-05
salt,3,3.0202963917525774e-05
salted,1,1.0067654639175258e-05
saluted,1,1.0067654639175258e-05
same,31,0.00031209729381443297
san,43,0.00043290914948453606
sanchez,1,1.0067654639175258e-05
sand,11,0.00011074420103092783
sandwiches,5,5.0338273195876286e-05
sandy,4,4.027061855670103e-05
sang,1,1.0067654639175258e-05
sanguesa,1,1.0067654639175258e-05
sapling,1,1.0067654639175258e-05
sarasate,1,1.0067654639175258e-05
sash,2,2.0135309278350515e-05
sat,76,0.0007651417525773196
satisfaction,1,1.0067654639175258e-05
satisfactory,1,1.0067654639175258e-05
satisfied,1,1.0067654639175258e-05
saturday,2,2.0135309278350515e-05
saucer,1,1.0067654639175258e-05
saucers,2,2.0135309278350515e-05
sausages,1,1.0067654639175258e-05
save,3,3.0202963917525774e-05
saved,5,5.0338273195876286e-05
saw,83,0.0008356153350515464
sawmill,1,1.0067654639175258e-05
say,119,0.0011980509020618558
sayand,1,1.0067654639175258e-05
sayi,1,1.0067654639175258e-05
saying,8,8.054123711340206e-05
sayingwhat,1,1.0067654639175258e-05
says,8,8.054123711340206e-05
scads,1,1.0067654639175258e-05
scallops,1,1.0067654639175258e-05
scar,1,1.0067654639175258e-05
scarlet,1,1.0067654639175258e-05
scars,1,1.0067654639175258e-05
scattered,1,1.0067654639175258e-05
scene,1,1.0067654639175258e-05
scenery,1,1.0067654639175258e-05
scenes,5,5.0338273195876286e-05
scheduled,2,2.0135309278350515e-05
schedules,1,1.0067654639175258e-05
school,7,7.04735824742268e-05
scotch,1,1.0067654639175258e-05
scotland,3,3.0202963917525774e-05
scotsmen,1,1.0067654639175258e-05
scott,1,1.0067654639175258e-05
scraping,1,1.0067654639175258e-05
screen,1,1.0067654639175258e-05
screwed,1,1.0067654639175258e-05
scuffed,1,1.0067654639175258e-05
sea,11,0.00011074420103092783
sealed,1,1.0067654639175258e-05
searching,1,1.0067654639175258e-05
season,5,5.0338273195876286e-05
seat,9,9.060889175257732e-05
seated,2,2.0135309278350515e-05
seats,6,6.040592783505155e-05
sebastian,34,0.00034230025773195874
second,19,0.0001912854381443299
secret,7,7.04735824742268e-05
secretary,4,4.027061855670103e-05
secrets,1,1.0067654639175258e-05
see,164,0.0016510953608247423
seeing,5,5.0338273195876286e-05
seem,9,9.060889175257732e-05
seemed,32,0.00032216494845360824
seeming,3,3.0202963917525774e-05
seemingly,1,1.0067654639175258e-05
seems,6,6.040592783505155e-05
seen,36,0.0003624355670103093
seine,3,3.0202963917525774e-05
select,11,0.00011074420103092783
selectioned,1,1.0067654639175258e-05
self,2,2.0135309278350515e-05
sell,2,2.0135309278350515e-05
sellers,1,1.0067654639175258e-05
selling,1,1.0067654639175258e-05
semaphore,1,1.0067654639175258e-05
send,23,0.00023155605670103092
sending,1,1.0067654639175258e-05
senlis,2,2.0135309278350515e-05
sensation,3,3.0202963917525774e-05
sensations,1,1.0067654639175258e-05
sense,1,1.0067654639175258e-05
sent,12,0.0001208118556701031
sentences,1,1.0067654639175258e-05
sentimental,3,3.0202963917525774e-05
separated,2,2.0135309278350515e-05
separately,1,1.0067654639175258e-05
serious,5,5.0338273195876286e-05
seriously,3,3.0202963917525774e-05
servants,3,3.0202963917525774e-05
served,2,2.0135309278350515e-05
service,10,0.00010067654639175257
services,1,1.0067654639175258e-05
serving,2,2.0135309278350515e-05
servings,1,1.0067654639175258e-05
set,19,0.0001912854381443299
setting,1,1.0067654639175258e-05
settle,2,2.0135309278350515e-05
settled,5,5.0338273195876286e-05
settling,1,1.0067654639175258e-05
seven,12,0.0001208118556701031
several,22,0.00022148840206185567
severe,1,1.0067654639175258e-05
sex,2,2.0135309278350515e-05
señor,3,3.0202963917525774e-05
señora,1,1.0067654639175258e-05
señorito,1,1.0067654639175258e-05
shade,9,9.060889175257732e-05
shadow,5,5.0338273195876286e-05
shadows,1,1.0067654639175258e-05
shady,2,2.0135309278350515e-05
shaft,2,2.0135309278350515e-05
shake,5,5.0338273195876286e-05
shaker,1,1.0067654639175258e-05
shakes,1,1.0067654639175258e-05
shakily,1,1.0067654639175258e-05
shaking,6,6.040592783505155e-05
shaky,2,2.0135309278350515e-05
shall,4,4.027061855670103e-05
shallow,1,1.0067654639175258e-05
shame,4,4.027061855670103e-05
shameful,1,1.0067654639175258e-05
shampoo,1,1.0067654639175258e-05
shape,3,3.0202963917525774e-05
shaped,1,1.0067654639175258e-05
shapes,2,2.0135309278350515e-05
share,1,1.0067654639175258e-05
shared,1,1.0067654639175258e-05
sharp,3,3.0202963917525774e-05
sharply,4,4.027061855670103e-05
shatter,1,1.0067654639175258e-05
shave,4,4.027061855670103e-05
shaved,3,3.0202963917525774e-05
shaving,5,5.0338273195876286e-05
she,293,0.0029498228092783504
sheaf,1,1.0067654639175258e-05
sheathed,1,1.0067654639175258e-05
shed,2,2.0135309278350515e-05
sheep,1,1.0067654639175258e-05
sheet,1,1.0067654639175258e-05
shell,3,3.0202963917525774e-05
shelled,1,1.0067654639175258e-05
shells,1,1.0067654639175258e-05
shelters,1,1.0067654639175258e-05
shelves,1,1.0067654639175258e-05
sherry,2,2.0135309278350515e-05
shes,27,0.00027182667525773197
shift,2,2.0135309278350515e-05
shifted,1,1.0067654639175258e-05
shifting,2,2.0135309278350515e-05
shines,1,1.0067654639175258e-05
shining,2,2.0135309278350515e-05
shiny,4,4.027061855670103e-05
shipped,1,1.0067654639175258e-05
shirt,11,0.00011074420103092783
shirts,3,3.0202963917525774e-05
shivered,3,3.0202963917525774e-05
shock,3,3.0202963917525774e-05
shocking,1,1.0067654639175258e-05
shoe,5,5.0338273195876286e-05
shoes,6,6.040592783505155e-05
shone,3,3.0202963917525774e-05
shook,30,0.00030202963917525774
shoot,2,2.0135309278350515e-05
shop,9,9.060889175257732e-05
shops,11,0.00011074420103092783
shore,1,1.0067654639175258e-05
short,8,8.054123711340206e-05
shot,6,6.040592783505155e-05
should,46,0.00046311211340206184
shoulder,14,0.0001409471649484536
shoulders,13,0.00013087951030927835
shouldnt,7,7.04735824742268e-05
shout,6,6.040592783505155e-05
shouted,15,0.00015101481958762887
shouting,2,2.0135309278350515e-05
shouts,1,1.0067654639175258e-05
shove,7,7.04735824742268e-05
shoved,5,5.0338273195876286e-05
show,17,0.00017115012886597937
showed,9,9.060889175257732e-05
shower,3,3.0202963917525774e-05
shown,1,1.0067654639175258e-05
shows,1,1.0067654639175258e-05
shrapnel,1,1.0067654639175258e-05
shrill,2,2.0135309278350515e-05
shrilled,1,1.0067654639175258e-05
shrimps,3,3.0202963917525774e-05
shrugged,1,1.0067654639175258e-05
shucked,1,1.0067654639175258e-05
shut,22,0.00022148840206185567
shuttered,2,2.0135309278350515e-05
shutters,3,3.0202963917525774e-05
shy,4,4.027061855670103e-05
shyness,1,1.0067654639175258e-05
si,1,1.0067654639175258e-05
sick,16,0.00016108247422680412
side,56,0.0005637886597938144
sided,1,1.0067654639175258e-05
sides,10,0.00010067654639175257
sidestep,1,1.0067654639175258e-05
sidewalk,4,4.027061855670103e-05
sidewalks,1,1.0067654639175258e-05
sideways,3,3.0202963917525774e-05
sifted,1,1.0067654639175258e-05
sight,7,7.04735824742268e-05
sighted,3,3.0202963917525774e-05
sighting,1,1.0067654639175258e-05
sign,6,6.040592783505155e-05
signal,2,2.0135309278350515e-05
signed,1,1.0067654639175258e-05
signs,2,2.0135309278350515e-05
silhouetted,1,1.0067654639175258e-05
silly,8,8.054123711340206e-05
silver,1,1.0067654639175258e-05
simian,1,1.0067654639175258e-05
simpering,1,1.0067654639175258e-05
simple,6,6.040592783505155e-05
simplest,1,1.0067654639175258e-05
simply,9,9.060889175257732e-05
simulate,1,1.0067654639175258e-05
simulated,1,1.0067654639175258e-05
since,12,0.0001208118556701031
sincere,1,1.0067654639175258e-05
sincerity,1,1.0067654639175258e-05
singer,1,1.0067654639175258e-05
singers,1,1.0067654639175258e-05
singing,11,0.00011074420103092783
single,1,1.0067654639175258e-05
singly,1,1.0067654639175258e-05
sinister,1,1.0067654639175258e-05
sink,2,2.0135309278350515e-05
sinker,1,1.0067654639175258e-05
sip,2,2.0135309278350515e-05
siphon,2,2.0135309278350515e-05
sipped,3,3.0202963917525774e-05
sir,18,0.00018121778350515465
sister,1,1.0067654639175258e-05
sit,28,0.0002818943298969072
sitting,48,0.0004832474226804124
six,14,0.0001409471649484536
sixteen,1,1.0067654639175258e-05
sixty,1,1.0067654639175258e-05
size,2,2.0135309278350515e-05
sized,1,1.0067654639175258e-05
sketches,1,1.0067654639175258e-05
skidding,1,1.0067654639175258e-05
skin,8,8.054123711340206e-05
skins,3,3.0202963917525774e-05
skirt,2,2.0135309278350515e-05
sky,6,6.040592783505155e-05
skyline,1,1.0067654639175258e-05
slab,1,1.0067654639175258e-05
slabs,1,1.0067654639175258e-05
slammed,1,1.0067654639175258e-05
slang,1,1.0067654639175258e-05
slanting,1,1.0067654639175258e-05
slapped,4,4.027061855670103e-05
slapping,1,1.0067654639175258e-05
slate,1,1.0067654639175258e-05
slaves,1,1.0067654639175258e-05
sleep,36,0.0003624355670103093
sleeping,8,8.054123711340206e-05
sleepy,7,7.04735824742268e-05
sleeve,1,1.0067654639175258e-05
sleeveless,1,1.0067654639175258e-05
sleeves,2,2.0135309278350515e-05
slept,7,7.04735824742268e-05
sliced,1,1.0067654639175258e-05
slid,1,1.0067654639175258e-05
slipover,1,1.0067654639175258e-05
slipped,2,2.0135309278350515e-05
slippered,1,1.0067654639175258e-05
slippers,2,2.0135309278350515e-05
slit,1,1.0067654639175258e-05
slope,1,1.0067654639175258e-05
sloped,1,1.0067654639175258e-05
sloshed,1,1.0067654639175258e-05
slow,8,8.054123711340206e-05
slowed,2,2.0135309278350515e-05
slowly,10,0.00010067654639175257
slung,2,2.0135309278350515e-05
slurred,1,1.0067654639175258e-05
small,12,0.0001208118556701031
smaller,2,2.0135309278350515e-05
smallest,1,1.0067654639175258e-05
smashed,1,1.0067654639175258e-05
smell,2,2.0135309278350515e-05
smelled,2,2.0135309278350515e-05
smelt,2,2.0135309278350515e-05
smile,11,0.00011074420103092783
smiled,39,0.00039263853092783507
smiling,10,0.00010067654639175257
smock,2,2.0135309278350515e-05
smocks,2,2.0135309278350515e-05
smoke,8,8.054123711340206e-05
smoked,3,3.0202963917525774e-05
smoking,7,7.04735824742268e-05
smoky,2,2.0135309278350515e-05
smooth,17,0.00017115012886597937
smoothed,1,1.0067654639175258e-05
smoothly,12,0.0001208118556701031
smuggling,1,1.0067654639175258e-05
snapper,1,1.0067654639175258e-05
snappers,1,1.0067654639175258e-05
snatched,1,1.0067654639175258e-05
sneers,1,1.0067654639175258e-05
snooty,2,2.0135309278350515e-05
snotty,2,2.0135309278350515e-05
so,218,0.002194748711340206
soaked,1,1.0067654639175258e-05
sober,3,3.0202963917525774e-05
sobered,1,1.0067654639175258e-05
sobrepuertos,1,1.0067654639175258e-05
social,2,2.0135309278350515e-05
societies,1,1.0067654639175258e-05
society,2,2.0135309278350515e-05
sod,2,2.0135309278350515e-05
soda,8,8.054123711340206e-05
soft,1,1.0067654639175258e-05
softly,2,2.0135309278350515e-05
soil,1,1.0067654639175258e-05
sol,3,3.0202963917525774e-05
sold,3,3.0202963917525774e-05
soldier,4,4.027061855670103e-05
soldiering,1,1.0067654639175258e-05
soldiers,1,1.0067654639175258e-05
sole,1,1.0067654639175258e-05
soled,2,2.0135309278350515e-05
solemnly,1,1.0067654639175258e-05
solid,5,5.0338273195876286e-05
solidly,1,1.0067654639175258e-05
sombra,2,2.0135309278350515e-05
some,147,0.0014799452319587628
somebody,12,0.0001208118556701031
somebodys,1,1.0067654639175258e-05
somehow,4,4.027061855670103e-05
something,75,0.0007550740979381444
sometime,1,1.0067654639175258e-05
sometimes,13,0.00013087951030927835
somewhere,6,6.040592783505155e-05
sommelier,2,2.0135309278350515e-05
son,3,3.0202963917525774e-05
song,2,2.0135309278350515e-05
sonhe,1,1.0067654639175258e-05
soon,11,0.00011074420103092783
sooner,2,2.0135309278350515e-05
sorbonne,1,1.0067654639175258e-05
sore,14,0.0001409471649484536
sorry,16,0.00016108247422680412
sort,29,0.00029196198453608247
sorted,1,1.0067654639175258e-05
sorts,1,1.0067654639175258e-05
sou,1,1.0067654639175258e-05
soufflot,1,1.0067654639175258e-05
sound,6,6.040592783505155e-05
sounded,2,2.0135309278350515e-05
sounding,1,1.0067654639175258e-05
sounds,4,4.027061855670103e-05
soup,2,2.0135309278350515e-05
source,1,1.0067654639175258e-05
south,15,0.00015101481958762887
souvenir,1,1.0067654639175258e-05
space,2,2.0135309278350515e-05
spaced,1,1.0067654639175258e-05
spain,19,0.0001912854381443299
spaniards,2,2.0135309278350515e-05
spanish,26,0.0002617590206185567
spat,2,2.0135309278350515e-05
spatted,1,1.0067654639175258e-05
speak,4,4.027061855670103e-05
speaking,2,2.0135309278350515e-05
speaks,2,2.0135309278350515e-05
special,2,2.0135309278350515e-05
specialist,1,1.0067654639175258e-05
species,1,1.0067654639175258e-05
spectacle,3,3.0202963917525774e-05
spectacles,5,5.0338273195876286e-05
speech,5,5.0338273195876286e-05
spell,1,1.0067654639175258e-05
spelling,1,1.0067654639175258e-05
spend,4,4.027061855670103e-05
spender,1,1.0067654639175258e-05
spends,1,1.0067654639175258e-05
spent,5,5.0338273195876286e-05
spider,5,5.0338273195876286e-05
spilled,1,1.0067654639175258e-05
spilling,1,1.0067654639175258e-05
spirit,1,1.0067654639175258e-05
spiritual,1,1.0067654639175258e-05
splendid,12,0.0001208118556701031
splendidly,1,1.0067654639175258e-05
split,1,1.0067654639175258e-05
spoil,4,4.027061855670103e-05
spoiled,1,1.0067654639175258e-05
spoke,5,5.0338273195876286e-05
spoken,2,2.0135309278350515e-05
spoon,1,1.0067654639175258e-05
sport,4,4.027061855670103e-05
sportif,3,3.0202963917525774e-05
sporting,3,3.0202963917525774e-05
sportive,1,1.0067654639175258e-05
sportsman,1,1.0067654639175258e-05
sportsmans,1,1.0067654639175258e-05
sportsmen,1,1.0067654639175258e-05
spotted,1,1.0067654639175258e-05
spouts,1,1.0067654639175258e-05
spraddled,1,1.0067654639175258e-05
spread,11,0.00011074420103092783
spreading,2,2.0135309278350515e-05
spring,6,6.040592783505155e-05
sprinkled,3,3.0202963917525774e-05
sprinkling,2,2.0135309278350515e-05
sprinted,1,1.0067654639175258e-05
spurs,1,1.0067654639175258e-05
spurt,1,1.0067654639175258e-05
sputtering,1,1.0067654639175258e-05
square,65,0.0006543975515463917
squared,2,2.0135309278350515e-05
squarely,1,1.0067654639175258e-05
squares,1,1.0067654639175258e-05
squatting,1,1.0067654639175258e-05
squeezed,1,1.0067654639175258e-05
squeezing,1,1.0067654639175258e-05
st,6,6.040592783505155e-05
stacked,2,2.0135309278350515e-05
stacking,1,1.0067654639175258e-05
staff,1,1.0067654639175258e-05
staffs,1,1.0067654639175258e-05
stage,2,2.0135309278350515e-05
staged,1,1.0067654639175258e-05
staggered,1,1.0067654639175258e-05
stained,1,1.0067654639175258e-05
stairs,65,0.0006543975515463917
stakes,1,1.0067654639175258e-05
stamped,1,1.0067654639175258e-05
stand,19,0.0001912854381443299
standards,1,1.0067654639175258e-05
standing,41,0.00041277384020618556
stands,4,4.027061855670103e-05
star,1,1.0067654639175258e-05
stared,3,3.0202963917525774e-05
staring,2,2.0135309278350515e-05
stars,1,1.0067654639175258e-05
start,31,0.00031209729381443297
started,83,0.0008356153350515464
starting,5,5.0338273195876286e-05
starts,2,2.0135309278350515e-05
state,2,2.0135309278350515e-05
statement,3,3.0202963917525774e-05
states,6,6.040592783505155e-05
station,14,0.0001409471649484536
stationery,1,1.0067654639175258e-05
statue,4,4.027061855670103e-05
stay,30,0.00030202963917525774
stayed,9,9.060889175257732e-05
staying,2,2.0135309278350515e-05
stays,1,1.0067654639175258e-05
steadily,2,2.0135309278350515e-05
steady,2,2.0135309278350515e-05
steaming,1,1.0067654639175258e-05
steel,3,3.0202963917525774e-05
steep,8,8.054123711340206e-05
steeply,2,2.0135309278350515e-05
steer,16,0.00016108247422680412
steers,13,0.00013087951030927835
steins,1,1.0067654639175258e-05
stems,1,1.0067654639175258e-05
stencilled,2,2.0135309278350515e-05
stencilling,2,2.0135309278350515e-05
step,3,3.0202963917525774e-05
stepped,6,6.040592783505155e-05
stepping,1,1.0067654639175258e-05
steps,2,2.0135309278350515e-05
stew,2,2.0135309278350515e-05
steward,1,1.0067654639175258e-05
stick,3,3.0202963917525774e-05
sticks,3,3.0202963917525774e-05
stiff,3,3.0202963917525774e-05
stiffen,2,2.0135309278350515e-05
stiffly,1,1.0067654639175258e-05
still,32,0.00032216494845360824
stirred,2,2.0135309278350515e-05
stirring,1,1.0067654639175258e-05
stock,1,1.0067654639175258e-05
stockings,1,1.0067654639175258e-05
stolen,2,2.0135309278350515e-05
stomach,3,3.0202963917525774e-05
stone,21,0.00021142074742268042
stony,1,1.0067654639175258e-05
stood,62,0.0006241945876288659
stool,2,2.0135309278350515e-05
stools,2,2.0135309278350515e-05
stop,17,0.00017115012886597937
stopped,58,0.0005839239690721649
stopping,2,2.0135309278350515e-05
store,5,5.0338273195876286e-05
stories,5,5.0338273195876286e-05
story,6,6.040592783505155e-05
storys,1,1.0067654639175258e-05
stragglers,1,1.0067654639175258e-05
straight,16,0.00016108247422680412
straightened,4,4.027061855670103e-05
straining,1,1.0067654639175258e-05
strange,9,9.060889175257732e-05
strangely,1,1.0067654639175258e-05
stranger,1,1.0067654639175258e-05
strangers,1,1.0067654639175258e-05
strap,1,1.0067654639175258e-05
strapped,1,1.0067654639175258e-05
straps,1,1.0067654639175258e-05
strasbourg,5,5.0338273195876286e-05
straw,2,2.0135309278350515e-05
strawberries,2,2.0135309278350515e-05
streak,1,1.0067654639175258e-05
