term_str,0
17th,4.247927513443585
1st,4.247927513443585
20th,4.247927513443585
24th,4.247927513443585
25th,4.247927513443585
6th,4.247927513443585
=anis,4.247927513443585
_alta_,4.247927513443585
_apéritif_,4.247927513443585
_are_,7.988895038167287
_bal,4.247927513443585
_chope,4.247927513443585
_cocher_,4.247927513443585
_comment,4.247927513443585
_corrida,4.247927513443585
_corrida_,4.247927513443585
_course,4.247927513443585
_do_,4.247927513443585
_does_,4.247927513443585
_fell_,4.247927513443585
_fiacre_,4.247927513443585
_fine,4.247927513443585
_fine_,6.495855026887171
_fines_,4.247927513443585
_france_,4.247927513443585
_have_,9.629997092781116
_herald_,6.495855026887171
_i_,4.247927513443585
_into_,4.247927513443585
_is_,6.495855026887171
_l,4.247927513443585
_la,4.247927513443585
_le,4.247927513443585
_lidia_,4.247927513443585
_looked_,4.247927513443585
_ma,4.247927513443585
_malagueño_,4.247927513443585
_marc_,4.247927513443585
_me_,4.247927513443585
_paris,4.247927513443585
_poule_,4.247927513443585
_poules_,4.247927513443585
_riau-riau,4.247927513443585
_riau-riau_,4.247927513443585
_rioja,4.247927513443585
_rioja_,4.247927513443585
_sportif_,4.247927513443585
_stay_,4.247927513443585
_strega_,4.247927513443585
_toro_,4.247927513443585
_tromper_,4.247927513443585
_vieux,4.247927513443585
_was_,4.247927513443585
_we,4.247927513443585
_were_,4.247927513443585
_will_,4.247927513443585
_would_,4.247927513443585
_you_,6.495855026887171
a,0.0
a.,6.495855026887171
abandoned,4.247927513443585
able,9.977790076334575
abnormal,4.247927513443585
about,0.0
above,9.702022608011458
abraham,4.247927513443585
absinthe,7.988895038167287
absolute,6.495855026887171
absolutely,9.983420107548683
absorbed,4.247927513443585
abyssinia,4.247927513443585
accent,6.495855026887171
accept,4.247927513443585
accepted,4.247927513443585
accident,4.247927513443585
accidental,4.247927513443585
acclamation,4.247927513443585
accordingly,4.247927513443585
accordion,4.247927513443585
account,4.247927513443585
accounts,4.247927513443585
ace,4.247927513443585
acetylene,4.247927513443585
ache,6.495855026887171
acquired,4.247927513443585
acres,4.247927513443585
across,3.966840215097368
act,4.247927513443585
acted,6.495855026887171
action,7.988895038167287
actions,4.247927513443585
actively,4.247927513443585
actual,6.495855026887171
actually,6.495855026887171
add,6.495855026887171
added,6.495855026887171
address,9.977790076334575
adjusted,4.247927513443585
advance,4.247927513443585
advantage,4.247927513443585
adventure,4.247927513443585
adventures,4.247927513443585
advertised,4.247927513443585
advice,4.247927513443585
advise,4.247927513443585
advised,4.247927513443585
advisory,4.247927513443585
affair,4.247927513443585
affairs,6.495855026887171
affection,4.247927513443585
affectionately,4.247927513443585
afford,4.247927513443585
aficion,4.247927513443585
aficionado,6.495855026887171
aficionados,6.495855026887171
afraid,9.983420107548683
africa,4.247927513443585
after,1.4040452160229169
after-dinner,4.247927513443585
afternoon,10.08400813970187
afterward,8.673454842869171
again,1.4040452160229169
again.,4.247927513443585
against,2.727899427285184
age,4.247927513443585
agency,4.247927513443585
ago,10.08400813970187
agreed,8.991710053774343
aguardiente,6.495855026887171
ah,4.247927513443585
ahead,8.673454842869171
ain,4.247927513443585
air,9.977790076334575
alcohol,4.247927513443585
alexander,4.247927513443585
algabeno,4.247927513443585
alger,4.247927513443585
alimony,4.247927513443585
alive,4.247927513443585
all,0.0
all.,4.247927513443585
allowance,6.495855026887171
almost,10.08400813970187
alone,9.702022608011458
along,3.966840215097368
alongside,4.247927513443585
aloysius,4.247927513443585
alps,4.247927513443585
already,9.977790076334575
alsace,4.247927513443585
also,9.629997092781116
alta_,4.247927513443585
altar,4.247927513443585
alter,4.247927513443585
although,8.991710053774343
altogether,7.988895038167287
always,1.4040452160229169
am,7.955580152669151
am_,4.247927513443585
amateurs,4.247927513443585
amazing,7.988895038167287
ambassador,6.495855026887171
america,10.08400813970187
american,9.983420107548683
americans,9.629997092781116
among,9.977790076334575
amontillado,4.247927513443585
amorous,4.247927513443585
amount,7.988895038167287
amphitheatre,6.495855026887171
amused,4.247927513443585
amusing,9.629997092781116
an,0.0
anatole,4.247927513443585
and,0.0
angel,4.247927513443585
angeles,4.247927513443585
angered,4.247927513443585
angle,4.247927513443585
angles,4.247927513443585
angling,4.247927513443585
angry,10.08400813970187
animals,6.495855026887171
animals.,4.247927513443585
anis,4.247927513443585
ankles,4.247927513443585
announce,4.247927513443585
announced,4.247927513443585
announcement,4.247927513443585
announcements,4.247927513443585
announcing,4.247927513443585
another,0.0
answer,6.495855026887171
answered,9.629997092781116
answers,4.247927513443585
anti-saloon,4.247927513443585
antiquities,4.247927513443585
anxious,6.495855026887171
any,1.4040452160229169
anybody,7.955580152669151
anyhow,7.988895038167287
anything,1.4040452160229169
anyway,8.673454842869171
anyway—must,4.247927513443585
anywhere,9.977790076334575
apart,7.988895038167287
apertures,4.247927513443585
apiece,8.991710053774343
apologetically,4.247927513443585
apologized,4.247927513443585
apparent,4.247927513443585
appearance,6.495855026887171
appearances,4.247927513443585
appeared,6.495855026887171
applauded,4.247927513443585
applauding,4.247927513443585
applause,4.247927513443585
apple-pie,4.247927513443585
appointments,4.247927513443585
apportioned,4.247927513443585
appreciated,4.247927513443585
apron,7.988895038167287
arc,4.247927513443585
arc-light,6.495855026887171
arcade,10.08400813970187
arcades,6.495855026887171
archives,4.247927513443585
archivist,4.247927513443585
ardennes,4.247927513443585
are,2.727899427285184
are.,4.247927513443585
aren,8.673454842869171
arena,4.247927513443585
arga,4.247927513443585
argue,4.247927513443585
aristocracy,4.247927513443585
arm,9.983420107548683
armed,4.247927513443585
